Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement
2020/9/7,10035,Rhenen,164900,442800,3911TZ,VR09,Utrecht,1,1313,TRUE
2020/9/7,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",577,TRUE
2020/9/7,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",577,TRUE
2020/9/7,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,41,TRUE
2020/9/7,9015,Valburg,182136,435694,6675BM,VR07,Gelderland-Midden,1,0,TRUE
2020/9/7,1045,Veendam,256430,569700,9644XW,VR01,Groningen,1,86,TRUE
2020/9/7,25003,Waalwijk,133200,413700,5145PX,VR20,Midden- en West-Brabant,1,205,TRUE
2020/9/7,25014,Waspik,124200,413000,5165NM,VR20,Midden- en West-Brabant,1,0,TRUE
2020/9/7,10029,Wijk Bij Duurstede,149593,442642,3961MT,VR09,Utrecht,1,0,TRUE
2020/9/7,9032,Zetten,177316,438939,6668AA,VR07,Gelderland-Midden,1,0,TRUE
2020/9/7,1025,Zuidhorn 1,221500,585400,9801TA,VR01,Groningen,1,0,TRUE
2020/9/7,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",444,TRUE
2020/9/7,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",444,TRUE
2020/9/7,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,167,TRUE
2020/9/7,1039,Scheemda,262970,576581,9679TW,VR01,Groningen,1,0,TRUE
2020/9/8,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,0,TRUE
2020/9/8,2020,Ameland,177292,606470,9162ED,VR02,Friesland,1,0,TRUE
2020/9/8,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,0,TRUE
2020/9/8,2029,Birdaard,188000,590300,9111HR,VR02,Friesland,1,0,TRUE
2020/9/8,2023,Bolsward,164100,565330,8701PG,VR02,Friesland,1,1164,TRUE
2020/9/8,2013,Burgum,196200,577800,9262ND,VR02,Friesland,1,34,TRUE
2020/9/8,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,229,TRUE
2020/9/8,2028,Dokkum,197210,593150,9101WZ,VR02,Friesland,1,158,TRUE
2020/9/8,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,88,TRUE
2020/9/8,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",0,TRUE
2020/9/8,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",0,TRUE
2020/9/8,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,0,TRUE
2020/9/8,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",0,TRUE
2020/9/8,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",0,TRUE
2020/9/8,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,99,TRUE
2020/9/8,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,103,TRUE
2020/9/8,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,0,TRUE
2020/9/8,2036,Grouw,183910,567340,9001ZD,VR02,Friesland,1,0,TRUE
2020/9/8,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,85,TRUE
2020/9/8,2031,Heerenveen,189100,553800,8447GC,VR02,Friesland,1,53,TRUE
2020/9/8,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,216,TRUE
2020/9/8,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,48,TRUE
2020/9/8,2019,Kootstertille,203700,582200,9288XA,VR02,Friesland,1,0,TRUE
2020/9/8,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,362,TRUE
2020/9/8,2027,Lemmer,176200,541600,8531ZX,VR02,Friesland,1,268,TRUE
2020/9/8,3014,Meppel,209500,525000,7942HZ,VR03,Drenthe,"0,724734678",0,TRUE
2020/9/8,3014,Meppel,209500,525000,7942HZ,VR04,IJsselland,"0,275265322",0,TRUE
2020/9/8,2002,Oosterwolde,214900,556300,8431VV,VR02,Friesland,1,0,TRUE
2020/9/8,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,0,TRUE
2020/9/8,2041,Schiermonnikoog,208491,610210,9166SL,VR02,Friesland,1,0,TRUE
2020/9/8,2017,Sint Annaparochie,171800,587500,9079MK,VR02,Friesland,1,358,TRUE
2020/9/8,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,0,TRUE
2020/9/8,2024,Sloten,172000,546200,8556XC,VR02,Friesland,1,434,TRUE
2020/9/8,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,53,TRUE
2020/9/8,2026,Terschelling,145100,598000,8881HC,VR02,Friesland,1,0,TRUE
2020/9/8,2040,Vlieland,134800,590200,8899BB,VR02,Friesland,1,0,TRUE
2020/9/8,2037,Warns,155244,544925,8722HN,VR02,Friesland,1,0,TRUE
2020/9/8,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,0,TRUE
2020/9/8,2016,Wolvega,195559,544588,8471AC,VR02,Friesland,1,0,TRUE
2020/9/8,2030,Workum,159300,553900,8711JH,VR02,Friesland,1,60,TRUE
2020/9/8,9016,Arnhem,187878,442241,6841HJ,VR07,Gelderland-Midden,"0,864490095",495,TRUE
2020/9/8,9016,Arnhem,187878,442241,6841HJ,VR08,Gelderland-Zuid,"0,135509905",495,TRUE
2020/9/8,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,158,TRUE
2020/9/8,17079,Barendrecht,95042,428221,2992SC,VR17,Rotterdam-Rijnmond,1,706,TRUE
2020/9/8,17044,Dordrecht,110155,425519,3313LA,VR18,Zuid-Holland-Zuid,1,749,TRUE
2020/9/8,9034,Eck En Wiel,159565,442798,4024BV,VR08,Gelderland-Zuid,1,61,TRUE
2020/9/8,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,226,TRUE
2020/9/8,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,507656316",132,TRUE
2020/9/8,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,492343684",132,TRUE
2020/9/8,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,0,TRUE
2020/9/8,13039,Gouda,108721,446220,2808ND,VR16,Hollands-Midden,1,0,TRUE
2020/9/8,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,202,TRUE
2020/9/8,17041,Hellevoetsluis,71521,428945,3225LN,VR17,Rotterdam-Rijnmond,"0,967940027",172,TRUE
2020/9/8,17041,Hellevoetsluis,71521,428945,3225LN,VR18,Zuid-Holland-Zuid,"0,032059973",172,TRUE
2020/9/8,1026,Hoogezand,247700,576900,9611CE,VR01,Groningen,1,0,TRUE
2020/9/8,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,0,TRUE
2020/9/8,14003,Leidsche Rijn,131118,458344,3543AH,VR09,Utrecht,1,114,TRUE
2020/9/8,9043,Lienden,165015,440964,4033CS,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/8,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,434,TRUE
2020/9/8,10028,Nieuwegein,133256,446219,3401RZ,VR09,Utrecht,1,728,TRUE
2020/9/8,9024,Nijmegen,183502,429077,6551DK,VR08,Gelderland-Zuid,1,679,TRUE
2020/9/8,17066,Numansdorp,88269,415704,3281LT,VR18,Zuid-Holland-Zuid,1,747,TRUE
2020/9/8,17045,Oud-Beijerland,88992,427000,3261LK,VR18,Zuid-Holland-Zuid,1,253,TRUE
2020/9/8,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,0,TRUE
2020/9/8,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,163,TRUE
2020/9/8,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,308,TRUE
2020/9/8,1038,Scheve Klap,260935,587450,9944VB,VR01,Groningen,1,0,TRUE
2020/9/8,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,60,TRUE
2020/9/8,17043,Strijen,98000,417700,3291TN,VR18,Zuid-Holland-Zuid,1,262,TRUE
2020/9/8,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",0,TRUE
2020/9/8,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",0,TRUE
2020/9/8,1010,Ter Apel,270200,544900,9561AL,VR01,Groningen,1,392,TRUE
2020/9/8,3023,Tweede Exloermond,260088,548924,7571BM,VR03,Drenthe,1,0,TRUE
2020/9/8,13003,Velsen,105573,497099,1981LE,VR12,Kennemerland,1,0,TRUE
2020/9/8,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,188,TRUE
2020/9/8,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,280,TRUE
2020/9/8,17029,Vianen,135182,445641,4131KA,VR09,Utrecht,1,283,TRUE
2020/9/8,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,0,TRUE
2020/9/8,13044,Zwaanshoek,101777,479776,2136LR,VR13,Amsterdam-Amstelland,"0,167393501",576,TRUE
2020/9/8,13044,Zwaanshoek,101777,479776,2136LR,VR16,Hollands-Midden,"0,12787853",576,TRUE
2020/9/8,13044,Zwaanshoek,101777,479776,2136LR,VR12,Kennemerland,"0,704727969",576,TRUE
2020/9/8,13005,Zwanenburg,110897,486164,1161GG,VR12,Kennemerland,1,412,TRUE
2020/9/8,17078,Zwijndrecht,99372,425252,3336LM,VR18,Zuid-Holland-Zuid,1,438,TRUE
2020/9/9,7002,Aalten,236500,436700,7122LA,VR06,Noord- en Oost-Gelderland,1,149,TRUE
2020/9/9,7018,Dinxperlo,229680,430250,7091HB,VR06,Noord- en Oost-Gelderland,1,85,TRUE
2020/9/9,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,266,TRUE
2020/9/9,7023,Haarlo,237600,459600,7273PT,VR06,Noord- en Oost-Gelderland,1,358,TRUE
2020/9/9,4022,Holten,225030,473360,7451NG,VR04,IJsselland,"0,265811389",0,TRUE
2020/9/9,4022,Holten,225030,473360,7451NG,VR05,Twente,"0,734188611",0,TRUE
2020/9/9,7015,Lichtenvoorde,235700,446200,7131RB,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020/9/9,7021,Olburgen,207000,451200,7225NB,VR07,Gelderland-Midden,"0,618727776",0,TRUE
2020/9/9,7021,Olburgen,207000,451200,7225NB,VR06,Noord- en Oost-Gelderland,"0,381272224",0,TRUE
2020/9/9,7014,Ruurlo,227110,456214,7261MH,VR06,Noord- en Oost-Gelderland,1,0,TRUE
2020/9/9,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,0,TRUE
2020/9/9,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,260,TRUE
2020/9/9,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,1684,TRUE
2020/9/9,7017,Varsseveld,228600,441200,7051GH,VR06,Noord- en Oost-Gelderland,1,86,TRUE
2020/9/9,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,103,TRUE
2020/9/9,7019,Zutphen,210116,463825,7202CM,VR06,Noord- en Oost-Gelderland,1,1164,TRUE
2020/9/9,9013,Asperen,136056,432812,4147CV,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/9,9031,Beesd,140030,434280,4153BT,VR08,Gelderland-Zuid,1,0,TRUE
2020/9/9,8019,Bennekom,173535,445450,6721ND,VR07,Gelderland-Midden,1,0,TRUE
2020/9/9,27004,Boxtel,150900,402200,5283SC,VR21,Brabant-Noord,1,49,TRUE
2020/9/9,9019,Culemborg,144653,439000,4103ND,VR08,Gelderland-Zuid,1,796,TRUE
2020/9/9,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,101,TRUE
2020/9/9,25028,Dinteloord,84000,407500,4671TH,VR20,Midden- en West-Brabant,1,108,TRUE
2020/9/9,17061,Dokhaven,91503,434572,3087EH,VR17,Rotterdam-Rijnmond,1,0,TRUE
2020/9/9,10008,Driebergen,146869,451529,3972EH,VR09,Utrecht,1,254,TRUE
2020/9/9,9012,Geldermalsen,147300,433177,4191LA,VR08,Gelderland-Zuid,1,292,TRUE
2020/9/9,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,0,TRUE
2020/9/9,25025,Halsteren,76500,393800,4661PA,VR20,Midden- en West-Brabant,1,127,TRUE
2020/9/9,17063,Leerdam,134400,433600,4142EG,VR09,Utrecht,1,565,TRUE
2020/9/9,25016,Nieuw-Vossemeer,74100,399000,4681SN,VR20,Midden- en West-Brabant,1,45,TRUE
2020/9/9,5012,Oldenzaal,257703,481136,7576PE,VR05,Twente,1,0,TRUE
2020/9/9,17011,Ridderkerk,101964,431762,2984BP,VR17,Rotterdam-Rijnmond,1,383,TRUE
2020/9/9,17070,Hoogvliet,82529,432268,3193KA,VR17,Rotterdam-Rijnmond,1,592,TRUE
2020/9/9,17077,Spijkenisse,84500,428600,3207LD,VR17,Rotterdam-Rijnmond,1,261,TRUE
2020/9/9,32002,Tilburg,132554,401565,5048TD,VR20,Midden- en West-Brabant,1,1401,TRUE
2020/9/9,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,1234,TRUE
2020/9/9,25029,Willemstad,90600,411500,4797SC,VR20,Midden- en West-Brabant,1,428,TRUE
2020/9/9,5023,Nijverdal,228913,487487,7443TB,VR04,IJsselland,"0,037550549",0,TRUE
2020/9/9,5023,Nijverdal,228913,487487,7443TB,VR05,Twente,"0,962449451",0,TRUE
2020/9/9,4021,Raalte,214653,490119,8101NJ,VR04,IJsselland,"0,96571788",188,TRUE
2020/9/9,4021,Raalte,214653,490119,8101NJ,VR05,Twente,"0,03428212",188,TRUE
2020/9/9,5022,Rijssen,232872,481806,7461JH,VR05,Twente,1,0,TRUE
2020/9/9,5019,Almelo-Vissedijk,241021,487200,7602EM,VR05,Twente,1,474,TRUE
2020/9/9,25012,Putte,85400,375600,4645GZ,VR20,Midden- en West-Brabant,1,401,TRUE
2020/9/9,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,0,TRUE
2020/9/10,10027,Amersfoort,152483,464648,3812RH,VR09,Utrecht,1,375,TRUE
2020/9/10,17053,De Groote Zaag,100600,434600,2931LD,VR16,Hollands-Midden,"0,405761818",618,TRUE
2020/9/10,17053,De Groote Zaag,100600,434600,2931LD,VR17,Rotterdam-Rijnmond,"0,594238182",618,TRUE
2020/9/10,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,495,TRUE
2020/9/10,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,69,TRUE
2020/9/10,17067,Haastrecht,113600,446200,2851AW,VR16,Hollands-Midden,1,1122,TRUE
2020/9/10,8005,Nijkerk,160917,471522,3861RH,VR07,Gelderland-Midden,1,127,TRUE
2020/9/10,8024,Renkum,178200,442100,6871CJ,VR07,Gelderland-Midden,1,427,TRUE
2020/9/10,3027,Smilde,226104,551047,9422JK,VR03,Drenthe,1,262,TRUE
2020/9/10,10010,Soest,148900,467400,3761EH,VR09,Utrecht,1,94,TRUE
2020/9/10,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,179,TRUE
2020/9/10,9025,Tiel,158131,436516,4004KG,VR08,Gelderland-Zuid,1,52,TRUE
2020/9/10,10021,Veenendaal,164300,450000,3959AL,VR09,Utrecht,1,55,TRUE
2020/9/10,4017,Vollenhove,192970,520574,8325PP,VR04,IJsselland,1,0,TRUE
2020/9/10,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268",251,TRUE
2020/9/10,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014732",251,TRUE
2020/9/10,9041,Zaltbommel,146704,425192,5301KN,VR08,Gelderland-Zuid,1,1167,TRUE
2020/9/10,25021,Bath,75629,379539,4411SV,VR20,Midden- en West-Brabant,1,167,TRUE
2020/9/10,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,629,TRUE
2020/9/10,29002,Oijen,161967,424820,5394LW,VR21,Brabant-Noord,1,370,TRUE
2020/9/11,1011,Uithuizermeeden,244865,603300,9982EM,VR01,Groningen,1,184,TRUE
2020/9/11,1044,Delfzijl,259300,592300,9936HJ,VR01,Groningen,1,0,TRUE
2020/9/11,3030,Eelde,236400,572000,9761TD,VR03,Drenthe,1,47,TRUE
2020/9/12,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,1152,TRUE
2020/9/11,11005,Amstelveen,121063,480600,1183TN,VR13,Amsterdam-Amstelland,1,855,TRUE
2020/9/13,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",1336,TRUE
2020/9/13,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",1336,TRUE
2020/9/13,31005,Westpoort,115200,491871,1045AR,VR13,Amsterdam-Amstelland,1,1066,TRUE
2020/9/12,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,136,TRUE
2020/9/13,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,0,TRUE
2020/9/12,8023,Brummen,209700,456400,6971JE,VR06,Noord- en Oost-Gelderland,1,82,TRUE
2020/9/12,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,127,TRUE
2020/9/12,8011,Harderwijk,171615,485571,3846AV,VR07,Gelderland-Midden,"0,088236664",274,TRUE
2020/9/12,8011,Harderwijk,171615,485571,3846AV,VR06,Noord- en Oost-Gelderland,"0,911763336",274,TRUE
2020/9/12,8026,Hattem,199400,499900,8051KE,VR06,Noord- en Oost-Gelderland,1,472,TRUE
2020/9/12,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,312,TRUE
2020/9/13,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,0,TRUE
2020/9/13,19001,Sint Maartensdijk,63979,397049,4695PP,VR19,Zeeland,1,0,TRUE
2020/9/12,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,0,TRUE
2020/9/12,8025,Terwolde,205300,475000,7396NB,VR06,Noord- en Oost-Gelderland,1,121,TRUE
2020/9/13,19003,Tholen,74853,395274,4691RZ,VR19,Zeeland,1,89,TRUE
2020/9/13,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,119,TRUE
2020/9/13,20009,Waarde,62300,383000,4414RH,VR19,Zeeland,1,210,TRUE
2020/9/11,21001,Walcheren,31809,385219,4389VM,VR19,Zeeland,1,115,TRUE
2020/9/13,20011,Willem Annapolder,54023,385562,4421RT,VR19,Zeeland,1,51,TRUE
2020/9/12,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,0,TRUE
2020/9/13,4020,Steenwijk,203100,533300,8331PH,VR04,IJsselland,1,305,TRUE
2020/9/13,3001,Beilen,228900,542000,9411VR,VR03,Drenthe,1,48,TRUE
2020/9/14,3033,Echten,224791,525338,7909HS,VR03,Drenthe,"0,969794629",0,TRUE
2020/9/14,3033,Echten,224791,525338,7909HS,VR04,IJsselland,"0,030205371",0,TRUE
2020/9/13,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,53,TRUE
2020/9/13,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,67,TRUE
2020/9/13,9029,Aalst,137031,423217,5305TJ,VR08,Gelderland-Zuid,1,136,TRUE
2020/9/11,17016,Alblasserdam,105800,429300,2952AT,VR18,Zuid-Holland-Zuid,1,232,TRUE
2020/9/13,17074,Den Bommel,77500,415800,3258LZ,VR17,Rotterdam-Rijnmond,1,0,TRUE
2020/9/14,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,507656316",133,TRUE
2020/9/14,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,492343684",133,TRUE
2020/9/13,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,0,TRUE
2020/9/13,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",325,TRUE
2020/9/13,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",325,TRUE
2020/9/11,16011,Groenedijk,101000,438100,2904LB,VR17,Rotterdam-Rijnmond,1,517,TRUE
2020/9/13,9040,Haaften,143762,426073,4175LN,VR08,Gelderland-Zuid,1,364,TRUE
2020/9/11,17026,Hardinxveld-Giessendam,117200,426100,3371EN,VR18,Zuid-Holland-Zuid,1,39,TRUE
2020/9/14,15008,Harnaschpolder,81598,447803,2635BX,VR15,Haaglanden,"0,959505899",738,TRUE
2020/9/14,15008,Harnaschpolder,81598,447803,2635BX,VR16,Hollands-Midden,"0,004198207",738,TRUE
2020/9/14,15008,Harnaschpolder,81598,447803,2635BX,VR17,Rotterdam-Rijnmond,"0,036295894",738,TRUE
2020/9/13,13004,Heemstede,103942,484268,2102LS,VR12,Kennemerland,1,161,TRUE
2020/9/13,10036,Houten,137418,448864,3992LK,VR09,Utrecht,1,378,TRUE
2020/9/14,15005,Houtrust,78484,455921,2566GJ,VR15,Haaglanden,1,1879,TRUE
2020/9/14,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,362,TRUE
2020/9/14,14003,Leidsche Rijn,131118,458344,3543AH,VR09,Utrecht,1,519,TRUE
2020/9/13,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",65,TRUE
2020/9/13,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",65,TRUE
2020/9/13,13034,Lisse,98792,473411,2162CN,VR16,Hollands-Midden,1,0,TRUE
2020/9/14,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,0,TRUE
2020/9/13,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,0,TRUE
2020/9/13,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,0,TRUE
2020/9/13,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,168,TRUE
2020/9/11,17013,Papendrecht,107800,426600,3354AW,VR18,Zuid-Holland-Zuid,1,507,TRUE
2020/9/14,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,410,TRUE
2020/9/16,30024,Roermond,197034,359054,6041AH,VR23,Limburg-Noord,1,263,TRUE
2020/9/13,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",415,TRUE
2020/9/13,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",415,TRUE
2020/9/14,1038,Scheve Klap,260935,587450,9944VB,VR01,Groningen,1,0,TRUE
2020/9/13,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,650,TRUE
2020/9/11,17052,Sliedrecht,114500,427000,3364BC,VR18,Zuid-Holland-Zuid,1,70,TRUE
2020/9/13,10009,Utrecht,135481,458130,3552TJ,VR09,Utrecht,1,675,TRUE
2020/9/14,30005,Weert,179300,364200,6001AC,VR23,Limburg-Noord,1,32,TRUE
2020/9/14,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,77,TRUE
2020/9/13,10001,Zeist,142900,455400,3704GS,VR09,Utrecht,1,355,TRUE
2020/9/11,28003,Aarle-Rixtel,174610,391423,5735SC,VR21,Brabant-Noord,"0,004472086",172,TRUE
2020/9/11,28003,Aarle-Rixtel,174610,391423,5735SC,VR22,Brabant-Zuidoost,"0,995527914",172,TRUE
2020/9/13,25023,Dongemond,117927,409666,4905BP,VR20,Midden- en West-Brabant,1,97,TRUE
2020/9/13,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,0,TRUE
2020/9/13,17048,Goedereede,59100,427100,3252LV,VR17,Rotterdam-Rijnmond,1,330,TRUE
2020/9/11,28005,Dinther,165227,405407,5473XL,VR21,Brabant-Noord,1,51,TRUE
2020/9/11,28006,Vinkel,159118,412520,5382JE,VR21,Brabant-Noord,1,76,TRUE
2020/9/11,27008,'s Hertogenbosch,147831,414700,5221CD,VR21,Brabant-Noord,1,246,TRUE
2020/9/12,5020,Almelo-Sumpel,239299,484446,7609BZ,VR05,Twente,1,214,TRUE
2020/9/12,5018,Ootmarsum,259958,492709,7637PG,VR05,Twente,1,139,TRUE
2020/9/12,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,184,TRUE
2020/9/12,5005,Tubbergen,248825,492193,7651LR,VR05,Twente,1,0,TRUE
2020/9/12,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,210,TRUE
2020/9/13,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,115,TRUE
2020/9/13,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,76429746",51,TRUE
2020/9/13,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,23570254",51,TRUE
2020/9/12,5004,Vriezenveen,239758,491849,7671SP,VR05,Twente,1,0,TRUE
2020/9/13,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,133,TRUE
2020/9/13,10003,De Bilt,140410,458920,3737AE,VR09,Utrecht,1,329,TRUE
2020/9/15,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,62,TRUE
2020/9/14,13049,Alphen Kerk en Zanen,102928,460234,2408AE,VR16,Hollands-Midden,1,1093,TRUE
2020/9/14,13035,Alphen Noord,106240,461275,2406LJ,VR16,Hollands-Midden,1,330,TRUE
2020/9/15,2020,Ameland,177292,606470,9162ED,VR02,Friesland,1,33,TRUE
2020/9/15,3010,Assen,234705,558203,9403AK,VR03,Drenthe,1,55,TRUE
2020/9/14,27011,Biest-Houtakker,140100,390200,5084HW,VR22,Brabant-Zuidoost,"0,130256657",227,TRUE
2020/9/14,27011,Biest-Houtakker,140100,390200,5084HW,VR20,Midden- en West-Brabant,"0,869743343",227,TRUE
2020/9/15,2029,Birdaard,188000,590300,9111HR,VR02,Friesland,1,0,TRUE
2020/9/14,13042,Bodegraven,110267,455080,2411NB,VR16,Hollands-Midden,1,177,TRUE
2020/9/15,2023,Bolsward,164100,565330,8701PG,VR02,Friesland,1,56,TRUE
2020/9/15,2013,Burgum,196200,577800,9262ND,VR02,Friesland,1,70,TRUE
2020/9/15,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,43,TRUE
2020/9/15,18009,De Verseput,50242,411049,4321TD,VR19,Zeeland,1,26,TRUE
2020/9/14,9026,Dodewaard,172000,436900,6669CX,VR08,Gelderland-Zuid,1,131,TRUE
2020/9/15,2028,Dokkum,197210,593150,9101WZ,VR02,Friesland,1,0,TRUE
2020/9/14,17044,Dordrecht,110155,425519,3313LA,VR18,Zuid-Holland-Zuid,1,555,TRUE
2020/9/15,2012,Drachten,200760,569642,9206AG,VR02,Friesland,1,92,TRUE
2020/9/15,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,245,TRUE
2020/9/14,9034,Eck En Wiel,159565,442798,4024BV,VR08,Gelderland-Zuid,1,29,TRUE
2020/9/14,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,662,TRUE
2020/9/15,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,0,TRUE
2020/9/15,1033,Garmerwolde,240219,585040,9798TC,VR01,Groningen,1,580,TRUE
2020/9/14,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,400,TRUE
2020/9/15,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,0,TRUE
